Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Rating color,Rating text
Bikaneri Sweets & Restaurant,Faridabad,"Ankhir Road, Near Union Bank, Opposite Sector 21-D, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","Mithai, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Delicieux Ice Cream Rolls,Faridabad,"Shop 73, Main Market, Sector 21 C, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","Ice Cream, Desserts, Beverages",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Flying Tandoor,Faridabad,"Shop 57, Sector 21D Market, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Food Station,Faridabad,"G-5, Post Office Gali, Indra Enclave, Sector 21-D, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Grub Hub,Faridabad,"Shop 11, HUDA Main Market, Behind Park Plaza Hotel, Sector 21-C, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",Asian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Punjabi Chulha,Faridabad,"Shop 16, Sector 21C, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Purani Dilli Da Swad,Faridabad,"Shop 52, Sector 21C Market, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","Street Food, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
The BBQ Garden,Faridabad,"Plot 1, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","North Indian, Seafood",Indian Rupees(Rs.),Yes,No,No,No,White,Not rated
The Chaiwalas,Faridabad,"Asian Institute of Medical Sciences, Near Badhkal Road, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",Cafe,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Funk House Cafe,Faridabad,"Plot 2347, Near Sector 28 Metro Station, Sector 28, Faridabad",Sector 28,"Sector 28, Faridabad","Cafe, Italian, Salad",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Shiksha Fast Food,Faridabad,"13, Near Water Tank, HUDA Market, Sector 28, Faridabad",Sector 28,"Sector 28, Faridabad","Fast Food, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Hungry Head,Faridabad,"Near Reliance Fresh, Huda Market, Sector 28, Faridabad",Sector 28,"Sector 28, Faridabad","Street Food, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Tandoori Hut,Faridabad,"Shop 77-78, Near Balaji Sweets, Main Huda Market Sector 28, Faridabad",Sector 28,"Sector 28, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Lalit Kathi Rolls Momos,Faridabad,"Main HUDA Market, Sector 29, Faridabad",Sector 29,"Sector 29, Faridabad",Fast Food,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Tamasha In Tafree,Faridabad,"2nd Floor, Main HUDA Market, Sector 29, Faridabad",Sector 29,"Sector 29, Faridabad",Cafe,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Oh My!,Faridabad,"Shop 45, Ground floor, SLF MALL, IP Colony, Sector 30, Faridabad",Sector 30,"Sector 30, Faridabad","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Butter & Grace,Faridabad,"14/5, SRS Tower, Ground Floor, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad","North Indian, Chinese, Italian, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Green Chick Chop,Faridabad,"DSS 24, Shopping Centre, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad","Raw Meats, North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Snacks Bar,Faridabad,"Near Pristine Mall, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",Chinese,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Ahata,Faridabad,"Huda Market, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Fritrolla,Faridabad,"Choudhary Hetram Complex, 30-31 Dividing Road, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",Desserts,Indian Rupees(Rs.),No,No,No,No,White,Not rated
KitchenYard,Faridabad,"13/6, Mathura Road, SSR Cooperate Park, Opp NHPC Chowk Metro Station, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Meghansh Bakery,Faridabad,"DSS-28, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Oh My !,Faridabad,"Ground Floor, 45 SLF Mall, IP Colony, Sector-30-33, Faridabad",Sector 31,"Sector 31, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Dark Hour - Kitchen,Faridabad,"Block 7, Spring Fields Colony, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",Italian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Anupama Sweets & Family Restaurant,Faridabad,"SCF 3, Ashoka Enclave Part 1, Near Kanishka Tower, Sector 34, Faridabad",Sector 34,"Sector 34, Faridabad","Mithai, North Indian, South Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Shree Rathnam,Faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 34, Faridabad",Sector 34,"Sector 34, Faridabad","South Indian, North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bikaner Misthan Bhandar,Faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 35, Faridabad",Sector 35,"Sector 35, Faridabad","Mithai, Street Food, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
King's Kitchen,Faridabad,"SCF-1, Shop 5, Ashoka Enclave Main, Sector 35, Faridabad",Sector 35,"Sector 35, Faridabad","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Muradabadi Chicken Biryani Corner,Faridabad,"12/4, Sarai Khawaja, Banarasi Market, Near Toll Gate, Main Mathura Road, Sector 37, Faridabad",Sector 35,"Sector 35, Faridabad",Mughlai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Black Kettle,Faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 35, Faridabad",Sector 35,"Sector 35, Faridabad","Fast Food, Beverages",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Desi Tadka,Faridabad,"Shop 1, Devi Sahai Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Destination Live,Faridabad,"Shop 5, 12/2, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,No,No,No,Orange,Average
Kay's Bake Land,Faridabad,"14, Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Kay's Food Land,Faridabad,"129, HUDA Shopping Centre, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Laziz Restaurant,Faridabad,"Shop 14, Devi Sahai Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Le Chef Restro Bar,Faridabad,"SCF 146/37, HUDA Complex, Delhi Badarpur Border, Near Main Mathura Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,No,Orange,Average
Republic of Chicken,Faridabad,"106, Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Tanishka Restaurant & Caterers,Faridabad,"Shop 44, Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Tandoori Times,Faridabad,"22, HUDA Market, Main Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Twist of Italy,Faridabad,"92, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Aggarwal Sweets And Caterers,Faridabad,"Anangpur Dairy, Devi Sahay Market, Near, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","Mithai, Street Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Biryani Bot,Faridabad,"HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",Biryani,Indian Rupees(Rs.),No,No,No,No,White,Not rated
CafÌ© Kitchen,Faridabad,"Shop 65, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Evergreen Sweets & Restaurant,Faridabad,"SCF 147, hUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, South Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Magic Spice Wok,Faridabad,"Shop 53, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Magical Momos,Faridabad,"Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Sam's Bake Shop,Faridabad,"Shop 121, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Shri Bikaner Misthan Bhandar,Faridabad,"Sher Shah Suri Road Rajaram Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","Mithai, Street Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Tasty Dhaba Family Restaurant,Faridabad,"12/4, Sarai Khawaja, Banarasi Market, Near Toll Gate, Main Mathura Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,White,Not rated
U & I,Faridabad,"Shop 15, Main Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Cravings,Faridabad,"Shop 6, SCO C-3166, Lower Ground Floor, Pujara Complex, Green Fields Colony, Sector 41, Faridabad",Sector 41,"Sector 41, Faridabad","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Evergreen Tandoori Night,Faridabad,"C-3548, Basement, Greenfield, Sector 41, Faridabad",Sector 41,"Sector 41, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Prelibato,Faridabad,"3176, C Block Market, Green Field Colony, Sector 41, Faridabad",Sector 41,"Sector 41, Faridabad","Italian, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Aravali Owls,Faridabad,"B-263, Green Field Colony, Sector 42, Faridabad",Sector 42,"Sector 42, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chicken Inn Family Meat Shop,Faridabad,"B-204, Green Field Colony, Sector 42, Faridabad",Sector 42,"Sector 42, Faridabad","Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Mother's Kitchen,Faridabad,"B-1212, Ground Floor, Front Side, Green Fields Colony, Main Road, Sector 42, Faridabad",Sector 42,"Sector 42, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Domino's Pizza,Faridabad,"Ground Floor, Plot 201, Block B, Greenfield Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Green Chick Chop,Faridabad,"Shop 15, Omaxe Hills And Forest Spa, Surajkund Road, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","Raw Meats, North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Punjabi Culture,Faridabad,"B-474, Greenfield Plaza, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Three Olives,Faridabad,"B-102, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","Italian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Aggarwal's Bikaner Mishthan Bhandar,Faridabad,"Anangpur Chowk, Opposite Omaxe Tower, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","Mithai, South Indian, Chinese, Street Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Aravalli Owls,Faridabad,"B - 263, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","North Indian, Chinese, Mughlai",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chatny Delight,Faridabad,"B-205, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad",Fast Food,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Harmann Restaurant,Faridabad,"3256, C Block, Greenfields Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","North Indian, South Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Kulcha King,Faridabad,"Opposite Omaxe Forest, Main Surajkund Road, Anangpur Chowk, Sector 41-42, Near Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Royal Bakers,Faridabad,"B 229, Shop 3, Greenfield Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad",Bakery,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Touch of Spice,Faridabad,"B-195, City Square Complex, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","Chinese, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Hunger Cure,Faridabad,"SCF 76, HUDA Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad","Fast Food, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Sanjha Chulha,Faridabad,"55, HUDA Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad","North Indian, Mughlai",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Queens Cakes,Faridabad,"SCO 63, Above Indian Overseas Bank, 1st Floor, Main Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad",Bakery,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Sri Meenakshi South Indian Food,Faridabad,"HUDA Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad",South Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Sardar A Pure Meat Shop,Faridabad,"Shop 5, Ground Floor, Achievers Mall, Near Sainik Colony, Sector 49, Faridabad",Sector 49,"Sector 49, Faridabad","Raw Meats, Fast Food, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Invitation Restaurant,Faridabad,"SCF 68, HUDA Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","North Indian, South Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Kaushik Bakery,Faridabad,"SCF Complex 58, Huda Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",Bakery,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Rama Vaishnav Bhojnalaya,Faridabad,"Shop 140, Main Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Shiv Saras Vyanjan,Faridabad,"Shop 2398, Sector 7-A, Near, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",Mithai,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Shree Bikaner Misthan Bhandar,Faridabad,"2613, YMCA Road, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","Mithai, Bakery, Street Food, Chinese, South Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Shree Bikaner Misthan Bhandar,Faridabad,"21, HUDA Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","Mithai, Street Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Standard Family Restaurant,Faridabad,"31, Main Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Hunger End,Faridabad,"Shop 2385, Sector 7A, Near Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Pizza Express,Faridabad,"Shop 232, HUDA Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Anupam Sweets & Restaurant,Faridabad,"Sai Plaza, Opposite Sai Dham, Tigaon Road, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","North Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Caramel,Faridabad,"Omaxe Heights Club, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","North Indian, Chinese, Continental",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Chaska Restaurant,Faridabad,"Shop 72, Near Omaxe Heights, Gate 2, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Club Pizzeria,Faridabad,"Shop 7, Sai Complex, Opposite Sai Dham, Tigaon Road, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad",Pizza,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Gupha,Faridabad,"SRS Royal Hills, Near Club Sec 87, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Indian Gourmet,Faridabad,"Plot 6, Tigaon Road, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","North Indian, Chinese, Raw Meats",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Tandoori Zaaika's,Faridabad,"Tigaon Road, Near Omaxe, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
TCD Cake & Bake,Faridabad,"Shop 121, Sai Dham Road, Near Omaxe Chowk, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Grill Darbar,Faridabad,"Shop 87, Near Omaxe Heights, Gate 2, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Urban Cuisine,Faridabad,"Shop 2-4, Tigaon Road, Near Sai Dham Mandir, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","North Indian, Chinese, Mughlai",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Mister Mughal,Faridabad,"Shop 16, BPTP Princess Park Shopping Arcade, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad",Mughlai,Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
The Hub,Faridabad,"Huda Market, Sector 9, Faridabad",Sector 9,"Sector 9, Faridabad","Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bake Your Dreamz,Faridabad,"Sector 9, Faridabad",Sector 9,"Sector 9, Faridabad","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Green Chilly Chinese Food,Faridabad,"Shop 100, Main HUDA Market, Sector 9, Faridabad",Sector 9,"Sector 9, Faridabad",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Mom's Kitchen,Faridabad,"SCF 218, Huda Market, Sector 9, Faridabad",Sector 9,"Sector 9, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Baking Treats N More,Faridabad,"383, Sector 9, Faridabad",Sector 9,"Sector 9, Faridabad",Bakery,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Twin Brothers,Faridabad,"Ground Floor, SRS Mall, City Centre, Sector 12, Faridabad","SRS Mall, Sector 12, Faridabad","SRS Mall, Sector 12, Faridabad, Faridabad",Fast Food,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Aggarwal Sweets Centre,Faridabad,"HR 1B, Pul Pehladpur, Main Suraj Kund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad","Mithai, Street Food, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bawarchi,Faridabad,"HR-250, B/10, 60 Feet Road, Pul Prahladpur, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad","North Indian, Chinese, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
D ART of Flavour,Faridabad,"H-250, B/10, 60 Feet Road, Pul Prahladpur, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Italia Cafe by Aura,Faridabad,"A-4, Pul Prahladpur, Suraj Kund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad","Fast Food, Beverages",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Pizza Street,Faridabad,"A 34, Pul Pehladpur, Main Surajkund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad","Fast Food, Pizza",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Rock Cafe,Faridabad,"Near Anandvan, Opposite NHPC Society, Suraj Kund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad","North Indian, Chinese, South Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Sardaar Ji Chaap & Rolls,Faridabad,"Opposite CNG Pump, Pul Prahladpur, Suraj Kund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Spice Wok,Faridabad,"B-147, Naveen Plaza, Sharma Market, Prahladpur, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Vrindavan Sweets & Restaurant,Faridabad,"A-3, Pul Prahladpur, Main Suraj Kund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad","North Indian, Chinese, South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Yummy Cake,Faridabad,"285, DDA Flat, Suraj Kund Road, Pul Prahladpur, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",Bakery,Indian Rupees(Rs.),No,No,No,No,Orange,Average
